street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Chloroform,ND,0.2,--,ND,0.977,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Tetrahydrofuran,ND,0.5,--,ND,1.47,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,n-Hexane,ND,0.2,--,ND,0.705,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Benzene,ND,0.2,--,ND,0.639,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Cyclohexane,ND,0.2,--,ND,0.688,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"2,2,4-Trimethylpentane",ND,0.2,--,ND,0.934,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Heptane,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Toluene,ND,0.2,--,ND,0.754,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,2-Hexanone,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Ethylbenzene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,p/m-Xylene,ND,0.4,--,ND,1.74,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Bromoform,ND,0.2,--,ND,2.07,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Styrene,ND,0.2,--,ND,0.852,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,o-Xylene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,4-Ethyltoluene,ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,3,5-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2,4-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Vinyl chloride,ND,0.02,--,ND,0.051,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Ethyl Alcohol,ND,5,--,ND,9.42,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,1-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"cis-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,"1,1,1-Trichloroethane",ND,0.02,--,ND,0.109,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Carbon tetrachloride,0.06,0.02,--,0.377,0.126,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Trichloroethene,ND,0.02,--,ND,0.107,--,1
75 Dupont Street,Alpha Analytical,Yes,IA-301,2016-02-18,2016-02-26,Tetrachloroethene,0.029,0.02,--,0.197,0.136,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Dichlorodifluoromethane,0.501,0.2,--,2.48,0.989,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Chloromethane,0.449,0.2,--,0.927,0.413,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Freon-114,ND,0.2,--,ND,1.4,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Bromomethane,ND,0.2,--,ND,0.777,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Chloroethane,ND,0.2,--,ND,0.528,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Acetone,1.52,1,--,3.61,2.38,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Trichlorofluoromethane,0.215,0.2,--,1.21,1.12,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Isopropanol,ND,0.5,--,ND,1.23,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Tertiary butyl Alcohol,ND,0.5,--,ND,1.52,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Methylene chloride,ND,0.5,--,ND,1.74,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Carbon disulfide,ND,0.2,--,ND,0.623,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Freon-113,ND,0.2,--,ND,1.53,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,2-Butanone,ND,0.5,--,ND,1.47,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Chloroform,ND,0.2,--,ND,0.977,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Tetrahydrofuran,ND,0.5,--,ND,1.47,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,n-Hexane,ND,0.2,--,ND,0.705,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Benzene,ND,0.2,--,ND,0.639,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Cyclohexane,ND,0.2,--,ND,0.688,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"2,2,4-Trimethylpentane",ND,0.2,--,ND,0.934,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Heptane,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Toluene,ND,0.2,--,ND,0.754,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,2-Hexanone,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Ethylbenzene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,p/m-Xylene,ND,0.4,--,ND,1.74,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Bromoform,ND,0.2,--,ND,2.07,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Styrene,ND,0.2,--,ND,0.852,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,o-Xylene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,4-Ethyltoluene,ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,3,5-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2,4-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Vinyl chloride,ND,0.02,--,ND,0.051,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Ethyl Alcohol,ND,5,--,ND,9.42,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,1-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"cis-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,"1,1,1-Trichloroethane",ND,0.02,--,ND,0.109,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Carbon tetrachloride,0.06,0.02,--,0.377,0.126,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Trichloroethene,ND,0.02,--,ND,0.107,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-302,2016-02-18,2016-02-26,Tetrachloroethene,0.021,0.02,--,0.142,0.136,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Dichlorodifluoromethane,0.445,0.2,--,2.2,0.989,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Chloromethane,0.467,0.2,--,0.964,0.413,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Freon-114,ND,0.2,--,ND,1.4,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,3-Butadiene",ND,0.2,--,ND,0.442,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Bromomethane,ND,0.2,--,ND,0.777,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Chloroethane,ND,0.2,--,ND,0.528,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Acetone,1.33,1,--,3.16,2.38,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Trichlorofluoromethane,0.22,0.2,--,1.24,1.12,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Isopropanol,ND,0.5,--,ND,1.23,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Tertiary butyl Alcohol,ND,0.5,--,ND,1.52,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Methylene chloride,ND,0.5,--,ND,1.74,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Carbon disulfide,ND,0.2,--,ND,0.623,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Freon-113,ND,0.2,--,ND,1.53,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,2-Butanone,ND,0.5,--,ND,1.47,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Ethyl Acetate,ND,0.5,--,ND,1.8,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Chloroform,ND,0.2,--,ND,0.977,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Tetrahydrofuran,ND,0.5,--,ND,1.47,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2-Dichloroethane",ND,0.2,--,ND,0.809,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,n-Hexane,ND,0.2,--,ND,0.705,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Benzene,ND,0.2,--,ND,0.639,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Cyclohexane,ND,0.2,--,ND,0.688,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2-Dichloropropane",ND,0.2,--,ND,0.924,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Bromodichloromethane,ND,0.2,--,ND,1.34,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,4-Dioxane",ND,0.2,--,ND,0.721,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"2,2,4-Trimethylpentane",ND,0.2,--,ND,0.934,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Heptane,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"cis-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"trans-1,3-Dichloropropene",ND,0.2,--,ND,0.908,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,1,2-Trichloroethane",ND,0.2,--,ND,1.09,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Toluene,ND,0.2,--,ND,0.754,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,2-Hexanone,ND,0.2,--,ND,0.82,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Dibromochloromethane,ND,0.2,--,ND,1.7,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2-Dibromoethane",ND,0.2,--,ND,1.54,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Chlorobenzene,ND,0.2,--,ND,0.921,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Ethylbenzene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,p/m-Xylene,ND,0.4,--,ND,1.74,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Bromoform,ND,0.2,--,ND,2.07,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Styrene,ND,0.2,--,ND,0.852,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,1,2,2-Tetrachloroethane",ND,0.2,--,ND,1.37,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,o-Xylene,ND,0.2,--,ND,0.869,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,4-Ethyltoluene,ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,3,5-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2,4-Trimethylbenzene",ND,0.2,--,ND,0.983,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,3-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,4-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2-Dichlorobenzene",ND,0.2,--,ND,1.2,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,2,4-Trichlorobenzene",ND,0.2,--,ND,1.48,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Hexachlorobutadiene,ND,0.2,--,ND,2.13,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Vinyl chloride,ND,0.02,--,ND,0.051,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Ethyl Alcohol,ND,5,--,ND,9.42,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,1-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"cis-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,"1,1,1-Trichloroethane",ND,0.02,--,ND,0.109,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Carbon tetrachloride,0.06,0.02,--,0.377,0.126,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Trichloroethene,ND,0.02,--,ND,0.107,--,1
75 Dupont Street,Alpha Analytical,Yes,OA-303,2016-02-18,2016-02-26,Tetrachloroethene,0.033,0.02,--,0.224,0.136,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Propylene,17.5,0.5,--,30.1,0.861,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Dichlorodifluoromethane,1.58,0.2,--,7.81,0.989,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Chloromethane,0.428,0.2,--,0.884,0.413,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Freon-114,ND,0.2,--,ND,1.4,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Vinyl chloride,ND,0.2,--,ND,0.511,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,"1,3-Butadiene",0.252,0.2,--,0.557,0.442,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Bromomethane,ND,0.2,--,ND,0.777,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Chloroethane,ND,0.2,--,ND,0.528,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Ethanol,232,2.5,--,437,4.71,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Acetone,119,1,--,283,2.38,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Trichlorofluoromethane,8.69,0.2,--,48.8,1.12,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Isopropanol,88.6,0.5,--,218,1.23,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,"1,1-Dichloroethene",ND,0.2,--,ND,0.793,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Methylene chloride,3.09,1,--,10.7,3.47,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Carbon disulfide,0.512,0.2,--,1.59,0.623,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Freon-113,ND,0.2,--,ND,1.53,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,"trans-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,"1,1-Dichloroethane",ND,0.2,--,ND,0.809,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,Vinyl acetate,ND,0.2,--,ND,0.704,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,2-Butanone,9.53,0.2,--,28.1,0.59,--,1
81-111 Junius Street,Alpha Analytical,Yes,SV-1,2013-05-07,2013-05-09,"cis-1,2-Dichloroethene",ND,0.2,--,ND,0.793,--,1
